identifier,title
5.1.8_MDG.TOTA.AID.UNICEF,International aid to total education executed by UNICEF (excluding GPE funds) in Madagascar (USD million)
5.1.8_MOZ.TOTA.AID.IRL,"International aid disbursed to total education, Ireland to Mozambique (USD million)"
5.1.8_MWI.TOTA.AID.UNICEF,"International aid disbursed to total education, UNICEF to Malawi (USD million)"
5.1.8_NER.TOTA.AID.CHE,"International aid disbursed to total education, Switzerland to Niger (USD million)"
5.1.8_VNM.TOTA.AID.WB,"International aid disbursed to total education, World Bank to Vietnam (USD million)"
5.1.9_AFG.TOTA.AID.NZL,"International aid disbursed to total education, New Zealand to Afghanistan (USD million)"
5.1.9_ETH.TOTA.AID.ITA,"International aid disbursed to total education, Italian Cooperation to Ethiopia (USD million)"
5.1.9_LAO.TOTA.AID.WFP,"International aid disbursed to total education, WFP to Laos (USD million)"
5.1.9_MDG.TOTA.AID.GPE,International aid disbursed to total education from the Global Partnership for Education (via UNICEF and WB) to Madagascar (USD million)
5.1.9_MOZ.TOTA.AID.ITA,"International aid disbursed to total education, Italy to Mozambique (USD million)"
5.1.9_MWI.TOTA.AID.USAID,"International aid disbursed to total education, USAID to Malawi (USD million)"
5.1.9_NER.TOTA.AID.LUX,"International aid disbursed to total education, Luxembourg to Niger (USD million)"
5.1.9_TJK.TOTA.AID.WFP,"International aid disbursed to total education, WFP to Tajikistan (USD million)"
5.12.01.01.unesco,UNESCO reporting
5.13.01.01.hlthsurv,Health survey
5.13.01.01.who,National immunization coverage
5.14.01.01.povsurv,Poverty survey
5.1_TOTAL.EDU.AID,"International aid for total education, disbursed (up to present year) and scheduled (next years), aggregation of reporting donors (USD million)"
5.2.10_ETH.BAS.AID.JPN,"International aid disbursed to basic education, Japan Government to Ethiopia (USD million)"
5.2.10_LAO.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Laos (USD million)"
5.2.10_NER.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Niger (USD million)"
5.2.10_TLS.TOT.AID.PRIV,"International aid disbursed to total education, private donors to Timor-Leste (USD million)"
5.2.11_AFG.BAS.AID.UNESCO,"International aid disbursed to basic education, UNESCO to Afghanistan (USD million)"
5.2.11_ETH.BAS.AID.JICA,"International aid disbursed to basic education, JICA to Ethiopia (USD million)"
5.2.11_LAO.BAS.AID.INGOS,"International aid disbursed to basic education, International NGOs to Laos (USD million)"
5.2.11_MWI.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Malawi (USD million)"
5.2.11_TLS.TOT.AID.UNICEF,"International aid disbursed to total education, UNICEF to Timor-Leste (USD million)"
5.2.13_AFG.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Afghanistan (USD million)"
5.2.13_ETH.BAS.AID.NLD,"International aid disbursed to basic education, Netherlands to Ethiopia (USD million)"
5.2.14_ETH.BAS.AID.SIDA,"International aid disbursed to basic education, Sida to Ethiopia (USD million)"
5.2.15_ETH.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Ethiopia (USD million)"
5.2.16_ETH.BAS.AID.USAID,"International aid disbursed to basic education, USAID to Ethiopia (USD million)"
5.2.17_ETH.BAS.AID.WFP,"International aid disbursed to basic education, WFP to Ethiopia (USD million)"
5.2.18_ETH.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Ethiopia (USD million)"
5.2.1_AFG.BAS.AID.CIDA,"International aid disbursed to basic education, CIDA to Afghanistan (USD million)"
5.2.1_ALB.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Albania (USD million)"
5.2.1_BFA.BAS.AID.CIDA,"International aid disbursed to basic education, CIDA to Burkina Faso (USD million)"
5.2.1_CAF.BAS.AID.GPE,"International aid disbursed to total education, Global Partnership for Education to Central African Republic (USD million)"
5.2.1_GEO.BAS.AID.EC,"International aid disbursed to basic education, European Commission to Georgia (USD million)"
5.2.1_GHA.BAS.AID.DFID,"International aid disbursed to basic education, DFID to Djibouti (USD million)"
5.2.1_GNB.BAS.AID.ADPP.EU,"International aid disbursed to basic education, ADPP (European Union) to Guinea Bissau (USD million)"
5.2.1_LAO.BAS.AID.ADB,"International aid disbursed to basic education, ADB to Laos (USD million)"
5.2.1_MDA.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Moldova (USD million)"
5.2.1_NER.BAS.AID.AFD,"International aid disbursed to basic education, AFD to Niger (USD million)"
5.2.1_SEN.BAS.AID.CIDA,"International aid disbursed to basic education, CIDA to Senegal (USD million)"
5.2.1_TJK.BAS.AID.AGAK,"International aid disbursed to basic education, Aga Khan to Tajikistan (USD million)"
5.2.1_TLS.TOT.AID.AUSAID.CFAUS,"International aid disbursed to total education, AusAID and ChildFund Australia to Tajikistan (USD million)"
5.2.1_VNM.BAS.AID.CIDA,"International aid disbursed to basic education, CIDA to Vietnam (USD million)"
5.2.2_AFG.BAS.AID.DANIDA,"International aid disbursed to basic education, DANIDA to Afghanistan (USD million)"
5.2.2_ALB.BAS.AID.BEI,"International aid disbursed to basic education, BEI to Albania (USD million)"
5.2.2_BFA.BAS.AID.AFD,"International aid disbursed to basic education, AFD to Burkina Faso (USD million)"
5.2.2_GNB.BAS.AID.ADPP.HUM,"International aid disbursed to basic education, ADPP (Humana People to People) to Guinea Bissau (USD million)"
5.2.2_LAO.BAS.AID.AUS,"International aid disbursed to basic education, AusAID to Laos (USD million)"
5.2.2_MDA.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Moldova (USD million)"
5.2.2_MDG.BAS.AID.ILO,International aid to basic education executed by ILO in Madagascar (USD million)
5.2.2_MRT.BAS.AID.AFD,"International aid disbursed to basic education, AFD to Mauritania (USD million)"
5.2.2_NER.BAS.AID.BEL,"International aid disbursed to basic education, Belgium to Niger (USD million)"
5.2.2_RWA.BAS.AID.GPE,"International aid disbursed to basic education, Global Partnership for Education to Rwanda (USD million)"
5.2.2_TJK.BAS.AID.OPENS,"International aid disbursed to basic education, Open Society Foundations to Tajikistan (USD million)"
5.2.2_TLS.TOT.AID.AUSAID.WB,"International aid disbursed to total education, AusAID (World Bank) to Timor-Leste (USD million)"
5.2.2_VNM.BAS.AID.DFID,"International aid disbursed to basic education, DFID to Vietnam (USD million)"
5.2.3_AFG.BAS.AID.FRA,"International aid disbursed to basic education, France to Afghanistan (USD million)"
5.2.3_ALB.BAS.AID.CEIB,"International aid disbursed to basic education, CEIB to Albania (USD million)"
5.2.3_CIV.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Côte d'Ivoire (USD million)"
5.2.3_CMR.BAS.AID.FR,"International aid disbursed to basic education, AFD and French Embassy to Cameroun (USD million)"
5.2.3_ETH.BAS.AID.DFID,"International aid disbursed to basic education, DFID to Ethiopia (USD million)"
5.2.3_GEO.BAS.AID.USAID,"International aid disbursed to basic education, USAID to Georgia (USD million)"
5.2.3_GHA.BAS.AID.JICA,"International aid disbursed to basic education, JICA to Djibouti (USD million)"
5.2.3_GNB.BAS.AID.ADPP.OTH,"International aid disbursed to basic education, ADPP (other donors) to Guinea Bissau (USD million)"
5.2.3_KGZ.BAS.AID.ADPP.UNICEF,"International aid disbursed to basic education, UNICEF to Kyrgyzstan (USD million)"
5.2.3_KHM.BAS.AID.GPE,"International aid disbursed to basic education, Global Partnership for Education to Cambodia (USD million)"
5.2.3_LBR.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Liberia (USD million)"
5.2.3_MRT.BAS.AID.ISDB,"International aid disbursed to basic education, IsDB to Mauritania (USD million)"
5.2.3_TLS.TOT.AID.AUS,"International aid disbursed to total education, Australia to Timor-Leste (USD million)"
5.2.4_AFG.BAS.AID.DEU,"International aid disbursed to basic education, Germany to Afghanistan (USD million)"
5.2.4_CIV.BAS.AID.ISDB,"International aid disbursed to basic education, IsDB to Côte d'Ivoire (USD million)"
5.2.4_ETH.BAS.AID.DVV,"International aid disbursed to basic education, DVV international to Ethiopia (USD million)"
5.2.4_GHA.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Djibouti (USD million)"
5.2.4_GNB.BAS.AID.EU,"International aid disbursed to basic education, European Commission to Guinea Bissau (USD million)"
5.2.4_KGZ.BAS.AID.ADPP.WB,"International aid disbursed to basic education, World Bank to Kyrgyzstan (USD million)"
5.2.4_MRT.BAS.AID.SP,"International aid disbursed to basic education, Spanish Cooperation to Mauritania (USD million)"
5.2.4_NER.BAS.AID.JAPAN,"International aid disbursed to basic education, Japan to Niger (USD million)"
5.2.4_RWA.BAS.AID.USAID,"International aid disbursed to basic education, USAID to Rwanda (USD million)"
5.2.5_BFA.BAS.AID.JICA,"International aid disbursed to basic education, JICA to Burkina Faso (USD million)"
5.2.5_ETH.BAS.AID.EC,"International aid disbursed to basic education, European Commission to Ethiopia (USD million)"
5.2.5_GHA.BAS.AID.USAID,"International aid disbursed to basic education, USAID to Djibouti (USD million)"
5.2.5_GNB.BAS.AID.FR,"International aid disbursed to basic education, AFD and French Embassy to Guinea Bissau (USD million)"
5.2.5_LAO.BAS.AID.GPE,"International aid disbursed to basic education, Global Partnership for Education to Laos (USD million)"
5.2.5_MRT.BAS.AID.UNESCO,"International aid disbursed to basic education, UNESCO to Mauritania (USD million)"
5.2.5_NER.BAS.AID.KFW,"International aid disbursed to basic education, KfW to Niger (USD million)"
5.2.5_SEN.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Senegal (USD million)"
5.2.5_SLE.BAS.AID.SIDA,"International aid disbursed to basic education, Sida to Sierra Leone (USD million)"
5.2.5_TLS.TOT.AID.JPN,"International aid disbursed to total education, Japan to Timor-Leste (USD million)"
5.2.6_AFG.BAS.AID.JPN,"International aid disbursed to basic education, Japan's MoFA to Afghanistan (USD million)"
5.2.6_BFA.BAS.AID.NLD,"International aid disbursed to basic education, Netherlands to Burkina Faso (USD million)"
5.2.6_CMR.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Cameroun (USD million)"
5.2.6_DJI.BAS.AID.IMOA,"International aid disbursed to basic education, IMOA to Djibouti (USD million)"
5.2.6_ETH.BAS.AID.FIN,"International aid disbursed to basic education, Finland to Ethiopia (USD million)"
5.2.6_GHA.BAS.AID.WFP,"International aid disbursed to basic education, WFP to Djibouti (USD million)"
5.2.6_GNB.BAS.AID.PORT,"International aid disbursed to basic education, Portuguese Cooperation to Guinea Bissau (USD million)"
5.2.6_MDG.BAS.AID.WFP,International aid to basic education executed by WFP in Madagascar (USD million)
5.2.6_MRT.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Mauritania (USD million)"
5.2.6_NER.BAS.AID.WFP,"International aid disbursed to basic education, WFP to Niger (USD million)"
5.2.6_SEN.BAS.AID.USAID,"International aid disbursed to basic education, USAID to Senegal (USD million)"
5.2.6_SLE.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Sierra Leone (USD million)"
5.2.6_TJK.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Tajikistan (USD million)"
5.2.6_TLS.TOT.AID.KOR,"International aid disbursed to total education, South Korea to Timor-Leste (USD million)"
5.2.7_BFA.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Burkina Faso (USD million)"
5.2.7_CIV.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Côte d'Ivoire (USD million)"
5.2.7_GHA.BAS.AID.WB,"International aid disbursed to basic education, World Bank to Djibouti (USD million)"
5.2.7_GNB.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF (excluding Japan funds) to Guinea Bissau (USD million)"
5.2.7_LAO.BAS.AID.UNESCO,"International aid disbursed to basic education, UNESCO to Laos (USD million)"
5.2.7_MRT.BAS.AID.WFP,"International aid disbursed to basic education, WFP to Mauritania (USD million)"
5.2.7_SLE.BAS.AID.WB,"International aid disbursed to basic education, World Bank (including the Global Partnership for Education) to Sierra Leone (USD million)"
5.2.7_TLS.TOT.AID.NZL,"International aid disbursed to total education, New Zealand to Timor-Leste (USD million)"
5.2.8_ETH.BAS.AID.GPE,"International aid disbursed to basic education, GPE Catalytic Fund to Ethiopia (USD million)"
5.2.8_GNB.BAS.AID.JAP,"International aid disbursed to basic education, Japan (via UNICEF) to Guinea Bissau (USD million)"
5.2.8_KHM.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Cambodia (USD million)"
5.2.8_LAO.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Laos (USD million)"
5.2.8_MWI.BAS.AID.UNICEF,"International aid disbursed to basic education, UNICEF to Malawi (USD million)"
5.2.8_NER.BAS.AID.CHE,"International aid disbursed to basic education, Switzerland to Niger (USD million)"
5.2.8_TJK.BAS.AID.WFP,"International aid disbursed to basic education, WFP to Tajikistan (USD million)"
5.2.9_ETH.BAS.AID.ITA,"International aid disbursed to basic education, Italian Cooperation to Ethiopia (USD million)"
5.2.9_LAO.BAS.AID.WFP,"International aid disbursed to basic education, WFP to Laos (USD million)"
5.2.9_MWI.BAS.AID.USAID,"International aid disbursed to basic education, USAID to Malawi (USD million)"
5.2.9_NER.BAS.AID.LUX,"International aid disbursed to basic education, Luxembourg to Niger (USD million)"
5.2.9_TLS.TOT.AID.PRT,"International aid disbursed to total education, Portugal to Timor-Leste (USD million)"
5.21.01.01.sdds,Special Data Dissemination Standard
5.2_BASIC.EDU.AID,"International aid for basic education, disbursed (up to present year) and scheduled (next years), aggregation of reporting donors (USD million)"
5.51.01.01.poverty,Income poverty
5.51.01.02.malnut,Child malnutrition
5.51.01.03.mortal,Child mortality
5.51.01.04.immun,Immunization
5.51.01.05.hiv,HIV/AIDS
5.51.01.06.matern,Maternal health
5.51.01.07.gender,Gender equality
5.51.01.08.primcomp,Primary completion
5.51.01.09.water,Access to water
5.51.01.10.gdp,Per capita GDP growth
6.0.Conspc,Consumption per capita (2005 USD)
6.0.GDPpc,GDP per capita (2005 USD)
6.0.GNIpc,GNI per capita (2005 USD)
6.1_LEG.CA,Coordinating agency of Local Education Group (1=text in notes)
6.2_LEG.OTHER.DONORS,Donor members in Local Education Group (1=text in notes)
6.3_LEG.CSO,Civil society organizations in Local Education Group (1=text in notes)
6.4_LAST.JSR,Date of last Joint Education Sector Review (year=full date in notes)
6.5_NEXT.JSR,Date of next Joint Education Sector Review (year=full date in notes)
7.0.MatPrec.bot40,Portion of Households in Housing Built with Precarious Materials: Bottom 40%
7.0.MatPrec.poor2,Portion of Households in Housing Built with Precarious Materials: Extreme Poor ($2.50 a day)
7.0.MatPrec.poor4,Portion of Households in Housing Built with Precarious Materials: Total Poor ($4 a day)
7.1.1_ESP.PERIOD.START,Starting year of current Education Sector Plan period (year=full period in notes)
7.1.2_ESP.PERIOD.END,Ending year of current Education Sector Plan period (year=full period in notes)
7.11_CURR.ALLOCATION.MODALITY,Current allocation - Modality (1=text in notes)
7.13_CURR.ALLOCATION.DISB,Current allocation - Annual disbursements (USD million)
7.1_CURR.ALLOCATION.SE,Current allocation - Supervising or managing entity (1=text in notes)
7.2_ESP.ENDORSEMENT,Endorsement of Education Sector Plan (year)
7.4_PREV.ALLOCATION.AMOUNT,Previous allocation - Amount disbursed (USD million)
7.5_CURR.ALLOCATION.YEAR,Current allocation - Approval (year)
7.6_CURR.ALLOCATION.AMOUNT,Current allocation - Total indicative amount (USD million)
7.7.1_CURR.ALLOCATION.PERIOD.START,Current allocation - Starting year of implementation period (year=full period in notes)
7.7.2_CURR.ALLOCATION.PERIOD.END,Current allocation - Ending year of Implementation period (year=full period in notes)
7.8_CURR.ALLOCATION.SIGNATURE,Current allocation - Signature date (year=full date in notes)
7.9_CURR.ALLOCATION.CLOSURE,Current allocation - Closing date (year=full date in notes)
8.1_SCH.LEAVING.EXAMS,"Administration of school leaving exams (yes=1, no=0, see notes if available)"
8.2_INT.TESTS,"Participation in international tests (yes=1, no=0, see notes if available)"
8.3.12_GEO.LEAR.TEST.1.ENG.MED,"National assessment for learning outcomes in Georgia, grade 1, English, students in medium level (%)"
8.3.15_GEO.LEAR.TEST.1.ENG.HIGH,"National assessment for learning outcomes in Georgia, grade 1, English, students in higher level (%)"
8.3.9_GEO.LEAR.TEST.1.ENG.LOWEST,"National assessment for learning outcomes in Georgia, grade 1, English, students in lowest level (%)"
8.3_NATIONAL.ASSESSMENTS,"Realization of national assessments (yes=1, no=0, see notes if available)"
